animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A614306,NA,cat,black,white,Male,2018-03-08,2018-09-08,normal,stray,otc,NA,2018-09-12,"5500 BLK ATLANTIC AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8562405,-118.1848922,Alive on Intake,FALSE,1,"33.8562405, -118.1848922"
A650109,a650109,cat,black,NA,Neutered,2020-04-14,2020-10-14,normal,stray,trap,NA,2020-10-20,"15900 INDIAN CREEK RD, CERRITOS, CA 90703",Cerritos,"shelter, neuter, return",straycatal,33.8871061,-118.0651588,Alive on Intake,FALSE,1,"33.8871061, -118.0651588"
A614311,*benton,cat,gray,NA,Male,2018-03-08,2018-09-08,normal,stray,otc,NA,2018-09-18,"5500 BLK ATLANTIC AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8562405,-118.1848922,Alive on Intake,FALSE,1,"33.8562405, -118.1848922"
A703629,NA,cat,gray,white,Unknown,2023-07-24,2023-07-26,under age/weight,stray,field,NA,2023-07-26,"15900 SHOEMAKER RD, CERRITOS, CA 90703",Cerritos,euthanasia,undrage/wt,33.8877434,-118.055386,Alive on Intake,TRUE,0,"33.8877434, -118.055386"
A615046,NA,cat,gray,white,Unknown,2018-09-21,2018-09-21,normal,stray,otc,NA,2018-09-30,"5500 BLK ATLANTIC AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8562405,-118.1848922,Alive on Intake,TRUE,0,"33.8562405, -118.1848922"
A585276,*juniper,cat,orange tabby,NA,Male,2012-02-01,2017-02-01,normal,stray,otc,NA,2017-03-02,"15TH ST / JUNIPERO AVE, LONG BEACH, CA 90804",Long Beach,euthanasia,beh modera,33.7862248,-118.1633188,Alive on Intake,TRUE,0,"33.7862248, -118.1633188"
A614949,NA,cat,orange tabby,NA,Female,2018-08-19,2018-09-19,ill severe,stray,otc,NA,2018-09-19,"15TH ST / LEWIS AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill modera,33.7821278,-118.1665833,Alive on Intake,TRUE,0,"33.7821278, -118.1665833"
A658468,NA,cat,black tabby,white,Male,2021-05-15,2021-06-06,under age/weight,stray,otc,NA,2021-06-08,"2900 N STUDEBAKER RD, LONG BEACH, CA 90815",Long Beach,rescue,catpaws,33.8088793,-118.0986885,Alive on Intake,FALSE,1,"33.8088793, -118.0986885"
A697003,NA,cat,black,NA,Male,2022-12-19,2023-04-19,normal,stray,otc,NA,2023-04-19,5500 BLK CERRITOS AVE LB 90805,Long Beach,transfer,spcala,33.85629120000001,-118.1782032,Alive on Intake,FALSE,1,"33.85629120000001, -118.1782032"
A698415,*sprout,cat,calico,NA,Female,2023-04-16,2023-05-07,under age/weight,stray,otc,NA,2023-05-14,15TH ST LINDEN AVE LB 90813,Long Beach,euthanasia,ill severe,33.7784962,-118.1863597,Alive on Intake,TRUE,0,"33.7784962, -118.1863597"
A592918,chico,cat,black,white,Male,2017-01-04,2017-07-04,injured  severe,owner surrender,field,NA,2017-07-06,"5500 BLK CERRITOS AVE, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.85629120000001,-118.1782032,Alive on Intake,FALSE,1,"33.85629120000001, -118.1782032"
A665725,*crackle,cat,gray,white,Female,2021-08-23,2021-10-23,normal,stray,otc,NA,2021-11-26,"2900 PACIFIC AVE, LONG BEACH, CA 90806",Long Beach,rescue,catpaws,33.8098314,-118.1937121,Alive on Intake,FALSE,1,"33.8098314, -118.1937121"
A698414,*aloe,cat,calico dilute,gray,Female,2023-04-16,2023-05-07,under age/weight,stray,otc,NA,2023-06-10,15TH ST LINDEN AVE LB 90813,Long Beach,adoption,NA,33.7784962,-118.1863597,Alive on Intake,FALSE,1,"33.7784962, -118.1863597"
A635685,jack,cat,black,white,Male,2019-04-01,2020-04-26,injured  severe,stray,field,NA,2020-04-26,"5500 BLK CHERRY AVE, LONG BEACH, CA 90805",Long Beach,died,enroute,33.8560546,-118.1652338,Alive on Intake,TRUE,0,"33.8560546, -118.1652338"
A709696,NA,cat,gray tabby,NA,Male,2023-10-02,2023-11-02,ill mild,stray,otc,NA,2023-11-02,5500 BLK E 7TH STREET LONG BEACH CA 90814,Long Beach,euthanasia,ill severe,33.7753376,-118.1252609,Alive on Intake,TRUE,0,"33.7753376, -118.1252609"
A611507,electric,cat,brown  tabby,white,Neutered,2014-07-23,2018-07-23,normal,confiscate,police,NA,2018-08-08,"5500 BLK E ATHERTON AVE, LONG BEACH, CA 90815",Long Beach,return to owner,walkin,33.7883226,-118.1238084,Alive on Intake,FALSE,1,"33.7883226, -118.1238084"
A725485,*unknown,cat,black,NA,Spayed,2022-07-26,2024-07-25,normal,stray,otc,NA,2024-07-26,2945 FASHION AVENUE,Long Beach,community cat,friendly,33.8107043,-118.209259,Alive on Intake,FALSE,1,"33.8107043, -118.209259"
A632551,neo,cat,white,brown,Male,2018-08-26,2019-08-25,normal,owner surrender,otc,NA,2019-08-28,"160 W PLYMOUTH ST, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8529207,-118.1997883,Alive on Intake,FALSE,1,"33.8529207, -118.1997883"
A617065,*kevin,cat,gray tabby,NA,Male,2018-08-02,2018-11-02,normal,stray,otc,NA,2018-11-05,"299 E BLK OCEAN BLVD, LONG BEACH, CA 90802",Long Beach,transfer,spcala,33.7658112,-118.1787312,Alive on Intake,FALSE,1,"33.7658112, -118.1787312"
A608448,*jason,cat,black,white,Neutered,2016-05-26,2018-05-26,fractious,stray,trap,NA,2018-06-12,"5500 BLK E DAGGETT ST, LONG BEACH, CA 90815",Long Beach,"shelter, neuter, return",straycatal,33.7931244,-118.1251061,Alive on Intake,FALSE,1,"33.7931244, -118.1251061"
A656589,*bonnie,cat,brown  tabby,white,Spayed,2018-04-26,2021-04-22,normal,confiscate,cruelty,NA,2021-08-25,"1600 ADOLFO LOPEZ DR, SEAL BEACH, CA 90740",Seal Beach,adoption,pfe/pawshp,33.7538937,-118.0910526,Alive on Intake,FALSE,1,"33.7538937, -118.0910526"
A636608,skylar,cat,black,NA,Spayed,2006-11-22,2019-11-22,normal,owner surrender,otc,landlord,2019-12-20,"5500 BLK E DAGGETT ST, LONG BEACH, CA 90815",District4,transfer,spcala,33.7931244,-118.1251061,Alive on Intake,FALSE,1,"33.7931244, -118.1251061"
A614023,*jax,cat,orange tabby,white,Male,2016-09-02,2018-09-02,normal,stray,field,NA,2018-09-06,"5500 BLK E LONNA LINDA DR, LONG BEACH, CA 90815",Long Beach,transfer,spcala,33.7791296,-118.1252289,Alive on Intake,FALSE,1,"33.7791296, -118.1252289"
A690820,*teddy graham,cat,gray,black,Male,2022-07-22,2022-12-21,normal,stray,otc,NA,2023-01-06,"1600 ALAMITOS, LB CA 90813",Long Beach,adoption,NA,33.787219,-118.176166,Alive on Intake,FALSE,1,"33.787219, -118.176166"
A690821,*nutterbutter,cat,gray tabby,NA,Neutered,2022-07-22,2022-12-21,normal,stray,otc,NA,2023-01-11,"1600 ALAMITOS, LB CA 90813",Long Beach,adoption,web,33.787219,-118.176166,Alive on Intake,FALSE,1,"33.787219, -118.176166"
A619380,*bonnie,cat,black,NA,Female,2016-01-11,2018-12-28,normal,confiscate,police,NA,2019-01-20,"5500 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90804",Long Beach,adoption,spcala,33.7898537,-118.1458794,Alive on Intake,FALSE,1,"33.7898537, -118.1458794"
A631181,NA,cat,flame point,NA,Female,2019-07-06,2019-08-03,under age/weight,stray,otc,NA,2019-08-06,"5500 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90804",Long Beach,rescue,littlepaws,33.7898537,-118.1458794,Alive on Intake,FALSE,1,"33.7898537, -118.1458794"
A632912,*bear paws,cat,black,NA,Neutered,2019-08-11,2019-09-01,under age/weight,stray,otc,NA,2019-12-15,"30 BLK E 69TH WAY, LONG BEACH, CA 90805",District9,adoption,walkin,33.8799364,-118.2036149,Alive on Intake,FALSE,1,"33.8799364, -118.2036149"
A686068,*bryson,cat,black,NA,Neutered,2022-09-21,2022-10-06,under age/weight,stray,field,NA,2023-05-18,"1600 ATLANTIC AVE, LONG BEACH, CA 90813",Long Beach,adoption,NA,33.7869595,-118.184432,Alive on Intake,FALSE,1,"33.7869595, -118.184432"
A619383,*clyde,cat,black,NA,Male,2016-01-11,2018-12-28,normal,confiscate,police,NA,2019-01-22,"5500 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90804",Long Beach,adoption,spcala,33.7898537,-118.1458794,Alive on Intake,FALSE,1,"33.7898537, -118.1458794"
A632916,NA,cat,brown  tabby,NA,Neutered,2019-08-11,2019-09-01,under age/weight,stray,otc,NA,2019-12-19,"30 BLK E 69TH WAY, LONG BEACH, CA 90805",District9,adoption,walkin,33.8799364,-118.2036149,Alive on Intake,FALSE,1,"33.8799364, -118.2036149"
A631182,NA,cat,flame point,NA,Female,2019-07-06,2019-08-03,under age/weight,stray,otc,NA,2019-08-06,"5500 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90804",Long Beach,rescue,littlepaws,33.7898537,-118.1458794,Alive on Intake,FALSE,1,"33.7898537, -118.1458794"
A632915,*baby yoda,cat,brown  tabby,NA,Neutered,2019-08-11,2019-09-01,under age/weight,stray,otc,NA,2019-12-22,"30 BLK E 69TH WAY, LONG BEACH, CA 90805",District9,adoption,pfe/pawshp,33.8799364,-118.2036149,Alive on Intake,FALSE,1,"33.8799364, -118.2036149"
A628471,NA,cat,black,white,Female,2019-04-19,2019-06-19,under age/weight,stray,trap,NA,2019-06-22,"1600 BLK ATLANTIC AVE, LONG BEACH, CA 90813",Long Beach,rescue,bestfriend,33.7869595,-118.184432,Alive on Intake,FALSE,1,"33.7869595, -118.184432"
A662180,NA,cat,gray tabby,NA,Unknown,2021-07-11,2021-08-21,under age/weight,stray,otc,NA,2021-08-21,"30 W TRAFFORD ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8681561,-118.2017871,Alive on Intake,TRUE,0,"33.8681561, -118.2017871"
A611637,*wonganator,cat,orange,white,Neutered,2015-07-26,2018-07-26,fractious,stray,trap,NA,2018-08-07,"1600 BLK ATLANTIC AVE, LONG BEACH, CA 90813",Long Beach,"shelter, neuter, return",straycatal,33.7869595,-118.184432,Alive on Intake,FALSE,1,"33.7869595, -118.184432"
A612907,*ninja,cat,black,NA,Unknown,2018-06-16,2018-08-16,normal,stray,field,NA,2018-08-31,"1600 BLK ATLANTIC AVE, LONG BEACH, CA 90813",Long Beach,rescue,fndanifoun,33.7869595,-118.184432,Alive on Intake,FALSE,1,"33.7869595, -118.184432"
A611565,*donald,cat,brown  tabby,black,Neutered,2016-07-25,2018-07-25,fractious,stray,trap,NA,2018-08-03,"1600 BLK ATLANTIC AVE, LONG BEACH, CA 90813",Long Beach,return to owner,walkin,33.7869595,-118.184432,Alive on Intake,FALSE,1,"33.7869595, -118.184432"
A662020,willie,cat,white,NA,Neutered,2018-08-18,2021-08-18,normal,welfare seized,eviction,NA,2021-08-19,"300 BLK 17TH ST, LONG BEACH, CA 90813",Long Beach,return to owner,walkin,33.7880509,-118.1950967,Alive on Intake,FALSE,1,"33.7880509, -118.1950967"
A687381,mittens,cat,gray tabby,white,Spayed,2012-10-23,2022-10-23,ill moderatete,owner surrender,otc,ill,2023-07-30,"1600 BLK CHERRY AVE, LONG BEACH, CA 90813",Long Beach,rescue,kittybunga,33.7869216,-118.167336,Alive on Intake,FALSE,1,"33.7869216, -118.167336"
A627392,kim,cat,gray tabby,NA,Female,NA,2019-05-31,ill severe,stray,otc,NA,2019-05-31,"5500 BLK LEMON AVE, LONG BEACH, CA 90805",Long Beach,died,at vet,33.8562864,-118.1791243,Alive on Intake,TRUE,0,"33.8562864, -118.1791243"
A667310,NA,cat,gray,NA,Spayed,2018-11-28,2021-11-28,injured  mild,stray,field,NA,2021-11-28,"300 BLK 1ST ST, SEAL BEACH, CA 90740",Seal Beach,transfer,sbacc,33.7463568,-118.1109545,Alive on Intake,FALSE,1,"33.7463568, -118.1109545"
A710183,NA,cat,gray tabby,NA,Female,NA,2023-11-10,ill mild,stray,otc,NA,2023-11-10,1600 BLK E 17TH STREET LONG BEACH CA 90813,Long Beach,euthanasia,ill severe,33.7880712,-118.1720022,Alive on Intake,TRUE,0,"33.7880712, -118.1720022"
A704281,*emerson,cat,black,NA,Neutered,NA,2023-08-04,i/i report,stray,otc,NA,2023-09-14,5500 BLK LEWIS AVE LONG BEACH CA 90805,Long Beach,community cat,NA,33.85626870000001,-118.18004380000001,Alive on Intake,FALSE,1,"33.85626870000001, -118.1800438"
A661495,*ralphie,cat,silver tabby,NA,Neutered,2021-04-08,2021-08-08,normal,stray,field,NA,2021-09-22,"5500 BLK LEWIS AVE, LONG BEACH, CA 90805",Long Beach,adoption,web,33.85626870000001,-118.18004380000001,Alive on Intake,FALSE,1,"33.85626870000001, -118.1800438"
A638212,NA,cat,gray tabby,NA,Male,2019-12-15,2020-01-05,under age/weight,stray,otc,NA,2020-01-06,"1600 BLK E 3RD ST, LONG BEACH, CA 90802",Long Beach,rescue,littlepaws,33.7695524,-118.1720108,Alive on Intake,FALSE,1,"33.7695524, -118.1720108"
A642372,moo moo,cat,white,black,Spayed,2018-05-03,2020-05-03,ill mild,stray,otc,NA,2021-02-25,"5500 BLK LEWIS AVE, LONG BEACH, CA 90805",Long Beach,adoption,web,33.85626870000001,-118.18004380000001,Alive on Intake,FALSE,1,"33.85626870000001, -118.1800438"
A658502,bonnie,cat,black,white,Female,2021-05-06,2021-06-06,under age/weight,stray,field,NA,2021-07-02,"1600 BLK E 3RD ST, LONG BEACH, CA 90802",Long Beach,rescue,littlelion,33.7695524,-118.1720108,Alive on Intake,FALSE,1,"33.7695524, -118.1720108"
A607705,NA,cat,white,black,Female,2018-04-13,2018-05-16,under age/weight,stray,otc,NA,2018-05-17,"5500 BLK LEWIS AVE, LONG BEACH, CA 90805",Long Beach,rescue,other resc,33.85626870000001,-118.18004380000001,Alive on Intake,FALSE,1,"33.85626870000001, -118.1800438"
A607440,aries,cat,orange tabby,NA,Male,2016-05-10,2018-05-10,normal,owner surrender,otc,move,2018-05-11,"300 BLK CARROLL PARK W, LONG BEACH, CA 90814",Long Beach,transfer,spcala,33.7680973,-118.1642412,Alive on Intake,FALSE,1,"33.7680973, -118.1642412"
A604662,baby,cat,gray,NA,Male,2017-06-09,2018-03-09,normal,owner surrender,otc,too many,2018-03-11,"5500 BLK LIME AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8563851,-118.1837361,Alive on Intake,FALSE,1,"33.8563851, -118.1837361"
A683683,*chardonnay,cat,black,NA,Spayed,2022-08-21,2022-09-11,injured  moderate,stray,field,NA,2022-09-17,"300 BLK CEDAR AVE, LONG BEACH, CA 90802",Long Beach,adoption,NA,33.7705296,-118.1948227,Alive on Intake,FALSE,1,"33.7705296, -118.1948227"
A644260,*joey,cat,orange tabby,white,Neutered,2020-03-26,2020-06-22,normal,stray,field,NA,2020-07-05,"5500 BLK LIME AVE, LONG BEACH, CA 90805",Long Beach,adoption,pfe/pawshp,33.8563851,-118.1837361,Alive on Intake,FALSE,1,"33.8563851, -118.1837361"
A688512,*karma,cat,black,NA,Female,2022-09-16,2022-11-16,normal,stray,otc,NA,2023-01-06,"300 BLK CEDAR AVE, LONG BEACH, CA 90802",Long Beach,adoption,NA,33.7705296,-118.1948227,Alive on Intake,FALSE,1,"33.7705296, -118.1948227"
A630890,NA,cat,white,gray,Female,2019-06-29,2019-07-29,under age/weight,stray,otc,NA,2019-08-02,"1600 BLK E 52ND ST, LONG BEACH, CA 90805",Long Beach,rescue,littlepaws,33.8508603,-118.1731847,Alive on Intake,FALSE,1,"33.8508603, -118.1731847"
A661651,NA,cat,gray tabby,NA,Male,2021-02-12,2021-08-11,ill severe,stray,field,NA,2021-08-12,"5500 BLK LIME AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,at vet,33.8563851,-118.1837361,Alive on Intake,TRUE,0,"33.8563851, -118.1837361"
A635896,*leon,cat,gray tabby,NA,Neutered,2019-08-09,2019-11-08,normal,stray,otc,NA,2019-11-21,"300 BLK CHESTNUT AVE. LB, CA 90802",Long Beach,"shelter, neuter, return",straycatal,33.7705147,-118.1963808,Alive on Intake,FALSE,1,"33.7705147, -118.1963808"
A727264,NA,cat,unknown,NA,Unknown,2024-08-17,2024-08-22,under age/weight,stray,otc,NA,2024-08-22,5500 BLK LINDEN AVE LONG BEACH CA 90805,Long Beach,euthanasia,ill severe,33.8562676,-118.1859748,Alive on Intake,TRUE,0,"33.8562676, -118.1859748"
A727266,NA,cat,unknown,NA,Unknown,2024-08-17,2024-08-22,under age/weight,stray,otc,NA,2024-08-22,5500 BLK LINDEN AVE LONG BEACH CA 90805,Long Beach,died,enroute,33.8562676,-118.1859748,Alive on Intake,TRUE,0,"33.8562676, -118.1859748"
A635894,a635894*lilli,cat,tan,white,Spayed,2018-11-08,2019-11-08,normal,stray,otc,NA,2019-11-21,"300 BLK CHESTNUT AVE. LB, CA 90802",Long Beach,"shelter, neuter, return",straycatal,33.7705147,-118.1963808,Alive on Intake,FALSE,1,"33.7705147, -118.1963808"
A711534,NA,cat,gray,white,Female,2012-12-06,2023-12-06,ill severe,stray,field,NA,2023-12-06,"5500 BLK LINDEN AVE, LB 90805",Long Beach,euthanasia,at vet,33.8562635,-118.1859615,Alive on Intake,TRUE,0,"33.8562635, -118.1859615"
A678758,*elaine,cat,orange tabby,white,Female,2022-04-02,2022-07-02,under age/weight,stray,otc,NA,2022-08-28,"300 BLK E 16TH ST, LONG BEACH, CA 90813",Long Beach,adoption,NA,33.7871309,-118.1892678,Alive on Intake,FALSE,1,"33.7871309, -118.1892678"
A721298,*budgie,cat,black,white,Neutered,2024-01-22,2024-05-22,normal,owner surrender,otc,too many,2024-06-11,"5500 BLK LONG BEACH BLVD, LONG BEACH 90805",Long Beach,rescue,littlelion,33.8560748,-118.1969617,Alive on Intake,FALSE,1,"33.8560748, -118.1969617"
A678759,*kramer,cat,orange tabby,white,Neutered,2022-04-02,2022-07-02,under age/weight,stray,otc,NA,2023-01-06,"300 BLK E 16TH ST, LONG BEACH, CA 90813",Long Beach,adoption,pfe/pawshp,33.7871309,-118.1892678,Alive on Intake,FALSE,1,"33.7871309, -118.1892678"
A607413,NA,cat,brown  tabby,NA,Female,2018-04-10,2018-05-10,under age/weight,stray,otc,NA,2018-05-10,"1600 BLK E 68TH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,inj modera,33.8781131,-118.1725961,Alive on Intake,TRUE,0,"33.8781131, -118.1725961"
A590438,*tiltor,cat,gray,white,Neutered,NA,2017-05-18,ill mild,stray,field,NA,2017-06-01,"300 BLK E 16TH ST, LONG BEACH, CA 90813",Long Beach,"shelter, neuter, return",straycatal,33.7871309,-118.1892678,Alive on Intake,FALSE,1,"33.7871309, -118.1892678"
A673088,*heaven,cat,gray,white,Male,2019-04-14,2022-04-14,injured  moderate,stray,field,NA,2022-04-17,"1600 BLK E 7TH ST, LONG BEACH, CA 90813",Long Beach,euthanasia,inj severe,33.775167,-118.1718459,Alive on Intake,TRUE,0,"33.775167, -118.1718459"
A658028,*leia,cat,lilac point,NA,Female,2021-04-28,2021-05-28,ill mild,stray,field,NA,2021-05-29,"1600 BLK E ANAHEIM ST, LONG BEACH, CA 90813",Long Beach,rescue,apawsitive,33.7822324,-118.1718166,Alive on Intake,FALSE,1,"33.7822324, -118.1718166"
A712092,astrid star,cat,black,white,Female,2023-05-21,2023-12-19,normal,welfare seized,police,NA,2023-12-21,"300 BLK E 19TH ST, LB 90802",Long Beach,return to owner,fre rid hm,33.7916796,-118.169283,Alive on Intake,FALSE,1,"33.7916796, -118.169283"
A609544,NA,cat,tortie,NA,Female,2018-05-21,2018-06-10,under age/weight,stray,otc,NA,2018-06-10,"5500 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",Long Beach,rescue,littlelion,33.8560388,-118.1969409,Alive on Intake,FALSE,1,"33.8560388, -118.1969409"
A614791,*forrest,cat,brown  tabby,white,Male,2018-06-01,2018-09-16,normal,stray,otc,NA,2018-09-22,"1600 BLK E ANAHIEM ST, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7822324,-118.1718166,Alive on Intake,FALSE,1,"33.7822324, -118.1718166"
A687869,*logan,cat,white,orange tabby,Neutered,2022-10-30,2022-11-03,under age/weight,stray,otc,NA,2022-12-01,"1600 BLK E ARTESIA BLVD LB, CA 90805",Long Beach,adoption,NA,33.8742861,-118.172539,Alive on Intake,FALSE,1,"33.8742861, -118.172539"
A616376,NA,cat,black,white,Male,2018-09-17,2018-10-17,under age/weight,stray,field,NA,2018-10-18,"300 BLK E 19TH ST, LONG BEACH, CA 90806",Long Beach,rescue,other resc,33.7916693,-118.1892675,Alive on Intake,FALSE,1,"33.7916693, -118.1892675"
A607616,*elegance,cat,black,NA,Spayed,2017-05-15,2018-05-15,normal,stray,trap,NA,2018-06-12,"300 BLK E 19TH ST, LONG BEACH, CA 90806",Long Beach,"shelter, neuter, return",straycatal,33.7916693,-118.1892675,Alive on Intake,FALSE,1,"33.7916693, -118.1892675"
A608553,NA,cat,black,white,Unknown,2018-05-26,2018-05-15,under age/weight,stray,trap,NA,2018-05-27,"300 BLK E 19TH ST, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.7916693,-118.1892675,Alive on Intake,TRUE,0,"33.7916693, -118.1892675"
A687370,*michele,cat,white,NA,Male,2022-09-23,2022-10-23,normal,stray,otc,NA,2022-10-26,"5500 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",Long Beach,adoption,NA,33.8560388,-118.1969409,Alive on Intake,FALSE,1,"33.8560388, -118.1969409"
A603455,*amarillo,cat,orange tabby,NA,Neutered,2014-02-05,2018-02-05,fractious,stray,field,NA,2018-02-16,"300 BLK E 46TH ST, LONG BEACH, CA 90807",Long Beach,"shelter, neuter, return",straycatal,33.8414353,-118.1896483,Alive on Intake,FALSE,1,"33.8414353, -118.1896483"
A632156,NA,cat,brown  tabby,NA,Female,2019-07-17,2019-08-17,normal,stray,otc,NA,2019-08-21,"1600 BLK E MARKET ST, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8543651,-118.1734456,Alive on Intake,FALSE,1,"33.8543651, -118.1734456"
A615220,NA,cat,black,NA,Unknown,2018-08-11,2018-09-26,under age/weight,stray,field,NA,2018-10-01,"1600 BLK E MARKET ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8543651,-118.1734456,Alive on Intake,TRUE,0,"33.8543651, -118.1734456"
A721243,*ryan,cat,gray tabby,white,Neutered,2020-06-04,2024-05-20,ill mild,stray,field,NA,2024-06-23,"5500 BLK OLIVE AVE, LONG BEACH",Long Beach,community cat,friendly,33.8563936,-118.1827307,Alive on Intake,FALSE,1,"33.8563936, -118.1827307"
A599692,NA,cat,white,NA,Unknown,2012-11-05,2017-11-05,ill severe,stray,field,NA,2017-11-05,"300 BLK E 53RD ST, LONG BEACH, CA 90805",Long Beach,euthanasia,inj modera,33.8524233,-118.1898056,Alive on Intake,TRUE,0,"33.8524233, -118.1898056"
A731773,*aries,cat,gray,white,Neutered,2024-09-02,2024-11-02,normal,stray,otc,NA,2024-11-28,"5500 BLK OLIVE AVE, LONG BEACH 90805",Long Beach,adoption,web,33.8563936,-118.1827307,Alive on Intake,FALSE,1,"33.8563936, -118.1827307"
A685252,*sally mae,cat,black,white,Female,2022-08-28,2022-09-28,under age/weight,stray,otc,NA,2022-10-07,"5500 BLK OLIVE AVE, LONG BEACH, CA 90805",Long Beach,rescue,littlelion,33.8563936,-118.1827307,Alive on Intake,FALSE,1,"33.8563936, -118.1827307"
A600670,*antler,cat,brown  tabby,NA,Spayed,2015-12-02,2017-12-02,feral,stray,otc,NA,2017-12-14,"5500 BLK ORANGE AVE, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.85615629999999,-118.176933,Alive on Intake,FALSE,1,"33.85615629999999, -118.176933"
A606152,NA,cat,brown  tabby,white,Unknown,2018-04-10,2018-04-09,under age/weight,stray,at shelter,NA,2018-04-20,"5500 BLK ORANGE AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,undrage/wt,33.85615629999999,-118.176933,Alive on Intake,TRUE,0,"33.85615629999999, -118.176933"
A673144,*andie (cookie),cat,gray,NA,Neutered,2021-04-28,2022-04-15,normal,owner surrender,otc,too many,2022-06-02,"1600 BLK E PLYMOUTH ST, LONG BEACH, CA 90805",Long Beach,adoption,pfe/pawshp,33.85346,-118.173436,Alive on Intake,FALSE,1,"33.85346, -118.173436"
A606149,NA,cat,brown  tabby,NA,Unknown,2018-04-10,2018-04-09,under age/weight,stray,at shelter,NA,2018-04-20,"5500 BLK ORANGE AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,undrage/wt,33.85615629999999,-118.176933,Alive on Intake,TRUE,0,"33.85615629999999, -118.176933"
